Snapshot,Week 1,Snapshot,Week 2,Snapshot,Week 3,Snapshot,Week 4,Snapshot,Week 5,Snapshot,Week 6,Snapshot,Week 7,Snapshot,Week 8,Snapshot,Week 9,Snapshot,Week 10,Address,Cumulative,,Row Labels,Sum of Cumulative,,Address,Total Weight
0x465e1d1e73ad725434a4abe12eaa60c7a7ab792e,3589.302156,0x3a3e2323d3eb1c9bc83b953959f5e0d05104a395,1105.139996,0x279b70a6114381d49f35906c8ee5ccfe74025a59,1318.969662,0x23f7c16f9d596ba80dfff3a75f18c90506ed4e8d,46.9,0x237ec64cc27196f6a4c16abdbb558b4c518400c2,672.812,0x21d632e53c4961f852aa1b3de252854951f81591,1174.961641,0x1ccd11be0980ed5de6e66899e53c43caaca1c9cb,5118.856,0x166800b0c45c65041152fdf3c48d87053b1ddfa3,0,0x119b49a1c266c67656d098c320b697cc5ce94c43,5100.007158,0x119b49a1c266c67656d098c320b697cc5ce94c43,5100.007158,0x465e1d1e73ad725434a4abe12eaa60c7a7ab792e,3589.302156,,0x119b49a1c266c67656d098c320b697cc5ce94c43,34889.09039,,0xdb41754d568403dcfbcf98a2f78a56853caa06b2,53065.98181
0x50f7c9d277c572fbeac18274b9224e55dc1fa8f8,112.229504,0x3b83be3c6e8d713b7d6e25eaeda444c12eda5a9b,649.612847,0x297783bc45961f604be8bd29c4e54bb5dab40100,0,0x279b70a6114381d49f35906c8ee5ccfe74025a59,1318.969662,0x23f7c16f9d596ba80dfff3a75f18c90506ed4e8d,46.9,0x22cf45f2e422e51e66c45ca9980ef3fc95875dd1,399.379151,0x216b32757e9596579f850aef87951c0450c87947,600,0x1a0d3367e993fe653293cf9dbee864b1f1dcaf9a,0,0x130dccc9efa338c3e5fdb2593bed55bf03777854,77.350357,0x12aa1776cc7645d4b5089d1422ef33e19edb30ed,1887.91,0x50f7c9d277c572fbeac18274b9224e55dc1fa8f8,112.229504,,0x12aa1776cc7645d4b5089d1422ef33e19edb30ed,1887.91,,0x37a6156e4a6e8b60b2415af040546cf5e91699bd,52500
0x5177b16c99590d9085d34cdd23d4633754a126a9,2941.529833,0x3c329470dd683617c986e4b28422e58b98d34e7a,4154.184277,0x2cec5aa7bae1191f2e7da94130aac07c37fd4860,0,0x297783bc45961f604be8bd29c4e54bb5dab40100,0,0x279b70a6114381d49f35906c8ee5ccfe74025a59,1318.969662,0x231d572392b8c47e33ac36ece9071b399c76cd64,327.1,0x21c64441279c8a47a4f9199a03d8f5c628b5810d,1756.689632,0x1a32b5993f42e3df3e37cbce3cf270d44a91a960,0,0x13e7b3623875aa6389d05f82eb3af9776b7627a5,228.59354,0x130dccc9efa338c3e5fdb2593bed55bf03777854,77.350357,0x5177b16c99590d9085d34cdd23d4633754a126a9,2941.529833,,0x130dccc9efa338c3e5fdb2593bed55bf03777854,773.50357,,0x029dea82749e8135249d1d86739afd9d77b6fe58,51163
0x55d08082aef6c7853a976f88ce9e419f74c67786,0,0x3dd3e6e190e5cff0856de30bf63924dabdf51264,251.429497,0x2d55a5781e9972650fa4f7fc90a6250609e23333,10190.20164,0x2cec5aa7bae1191f2e7da94130aac07c37fd4860,0,0x297783bc45961f604be8bd29c4e54bb5dab40100,0,0x237ec64cc27196f6a4c16abdbb558b4c518400c2,672.812,0x21d632e53c4961f852aa1b3de252854951f81591,1174.961641,0x1b4971a97be2c353db4afef34c81aa09f6381744,0,0x15b458f7af474220ca05f34c22667dc70fde017e,41921.37503,0x13e7b3623875aa6389d05f82eb3af9776b7627a5,228.59354,0x55d08082aef6c7853a976f88ce9e419f74c67786,0,,0x13e7b3623875aa6389d05f82eb3af9776b7627a5,914.37416,,0xc6b3d5bc8562d531cf3e963f1083097ce3cec4bc,50935.89844
0x58dbd12bfabfb9764cbb1002f32d265f81683534,432.241457,0x3df4e5416b90875b3bdbf7f01be6d91dd4a3eb16,1823.22212,0x2f246a3eee3ce34c113c9513a67a822f96878c1c,100,0x2d55a5781e9972650fa4f7fc90a6250609e23333,10190.20164,0x2cec5aa7bae1191f2e7da94130aac07c37fd4860,0,0x23f7c16f9d596ba80dfff3a75f18c90506ed4e8d,46.9,0x22cf45f2e422e51e66c45ca9980ef3fc95875dd1,399.379151,0x1baf0c2bb5373993b61814a4e72556d43c3a5aac,6982.576427,0x166800b0c45c65041152fdf3c48d87053b1ddfa3,0,0x15b458f7af474220ca05f34c22667dc70fde017e,41921.37503,0x58dbd12bfabfb9764cbb1002f32d265f81683534,432.241457,,0x15b458f7af474220ca05f34c22667dc70fde017e,218013.2172,,0x76a014267b1d9e375d4a84554504e366c7de1167,50484.27168
0x63ad2a1dd168fcd62ec09a849f8d1206ce177b34,20.855014,0x3f579999bece2215baa1f9d6148137141c5076c1,2519.039169,0x3049c80bdd527128eb4e7886ab1db1e8042a8eb7,3005.710625,0x2f246a3eee3ce34c113c9513a67a822f96878c1c,100,0x2d55a5781e9972650fa4f7fc90a6250609e23333,10190.20164,0x279b70a6114381d49f35906c8ee5ccfe74025a59,1E-06,0x231d572392b8c47e33ac36ece9071b399c76cd64,0,0x1bb85f82b6c8893e7a3cee8ce6eeeacd4d9f8afc,789.433,0x1a0d3367e993fe653293cf9dbee864b1f1dcaf9a,0,0x166800b0c45c65041152fdf3c48d87053b1ddfa3,0,0x63ad2a1dd168fcd62ec09a849f8d1206ce177b34,20.855014,,0x166800b0c45c65041152fdf3c48d87053b1ddfa3,133.904,,0x0b988d78d6c3c30d1b4e017bde04502a40d58948,49930.00001
0x6c50cdecd0fe405e22bd0a2524bc6343b375b1d2,4624.686,0x460e37f6b2174bbd1debf19f6ea70f86400e879f,84.144703,0x3355bcef54d4000ee90da992047c7f3899651a0c,103,0x3049c80bdd527128eb4e7886ab1db1e8042a8eb7,3005.710625,0x2f246a3eee3ce34c113c9513a67a822f96878c1c,100,0x297783bc45961f604be8bd29c4e54bb5dab40100,0,0x237ec64cc27196f6a4c16abdbb558b4c518400c2,672.812,0x1ccd11be0980ed5de6e66899e53c43caaca1c9cb,5118.856,0x1a32b5993f42e3df3e37cbce3cf270d44a91a960,0,0x175e62e73dadcfa666cb0bb6473e2977dc05307f,896.9,0x6c50cdecd0fe405e22bd0a2524bc6343b375b1d2,4624.686,,0x175e62e73dadcfa666cb0bb6473e2977dc05307f,896.9,,0xf78dedf28bed6c07ad42a05c322be1014e1b29c9,43043.76533
0x74e359a30d8c79d18480a18e1b85da6d45872a5e,2601.325323,0x465e1d1e73ad725434a4abe12eaa60c7a7ab792e,3589.302156,0x344ceae26a587ad80999c0f6efaad68c5a98b941,5000,0x321ded1fabaa2cce3887175d63623de999dc10ea,2000,0x3049c80bdd527128eb4e7886ab1db1e8042a8eb7,3005.710625,0x2c5b9a9a31a31a76ea2079a2b4eb3cd7b2ba9429,2005.9,0x23f7c16f9d596ba80dfff3a75f18c90506ed4e8d,46.9,0x1e27c17432abff8e314b421be50c63a42d3e95e0,266.438,0x1b4971a97be2c353db4afef34c81aa09f6381744,0,0x1a0d3367e993fe653293cf9dbee864b1f1dcaf9a,0,0x74e359a30d8c79d18480a18e1b85da6d45872a5e,2601.325323,,0x1a0d3367e993fe653293cf9dbee864b1f1dcaf9a,0,,0x99f900f51808972921c0749efa3cb343847572a6,42433.81121
0x76a014267b1d9e375d4a84554504e366c7de1167,1708.533611,0x50f7c9d277c572fbeac18274b9224e55dc1fa8f8,112.229504,0x374534de1dfd0b0f965600d887f452f7035ea08b,437.334304,0x3355bcef54d4000ee90da992047c7f3899651a0c,103,0x321ded1fabaa2cce3887175d63623de999dc10ea,3000,0x2cec5aa7bae1191f2e7da94130aac07c37fd4860,0,0x279b70a6114381d49f35906c8ee5ccfe74025a59,1E-06,0x216b32757e9596579f850aef87951c0450c87947,600,0x1b4aff25b8cd957e103917cf75c69063f6ec434f,248,0x1a32b5993f42e3df3e37cbce3cf270d44a91a960,0,0x76a014267b1d9e375d4a84554504e366c7de1167,1708.533611,,0x1a32b5993f42e3df3e37cbce3cf270d44a91a960,0,,0xf902d068920234957d2908b8b0156e61c0bea2c2,40913.016
0x792035c909733246e49d419be308a38b3f8b3e8e,5122,0x5177b16c99590d9085d34cdd23d4633754a126a9,2941.529833,0x37a6156e4a6e8b60b2415af040546cf5e91699bd,7500,0x344ceae26a587ad80999c0f6efaad68c5a98b941,5000,0x3355bcef54d4000ee90da992047c7f3899651a0c,103,0x2d55a5781e9972650fa4f7fc90a6250609e23333,20458.68164,0x297783bc45961f604be8bd29c4e54bb5dab40100,0,0x21c64441279c8a47a4f9199a03d8f5c628b5810d,1756.689632,0x1baf0c2bb5373993b61814a4e72556d43c3a5aac,6982.576427,0x1afb7ba8e4cf8ddf7f057484dd6a8695951f76f8,1087.5,0x792035c909733246e49d419be308a38b3f8b3e8e,5122,,0x1afb7ba8e4cf8ddf7f057484dd6a8695951f76f8,1087.5,,0xb413a48088cfb0074f75349c790062920434e321,37392
0x821acf4602b9d57da21dee0c3db45e71143c0b45,15500.12784,0x55d08082aef6c7853a976f88ce9e419f74c67786,0,0x3a3e2323d3eb1c9bc83b953959f5e0d05104a395,1105.139996,0x374534de1dfd0b0f965600d887f452f7035ea08b,437.334304,0x344ceae26a587ad80999c0f6efaad68c5a98b941,5000,0x2e151df516e179e3957f50668fa304b4eaa971c2,114.54,0x2c5b9a9a31a31a76ea2079a2b4eb3cd7b2ba9429,2005.9,0x21d632e53c4961f852aa1b3de252854951f81591,1174.961641,0x1bb85f82b6c8893e7a3cee8ce6eeeacd4d9f8afc,789.433,0x1b4971a97be2c353db4afef34c81aa09f6381744,0,0x821acf4602b9d57da21dee0c3db45e71143c0b45,15500.12784,,0x1b4971a97be2c353db4afef34c81aa09f6381744,0,,0xe570c0980bce80fe9be2a231dade76b1276301e4,36332.12295
