Snapshot,Week 1,Snapshot,Week 2,Snapshot,Week 3,Snapshot,Week 4,Snapshot,Week 5,Snapshot,Week 6,Snapshot,Week 7,Snapshot,Week 8,Snapshot,Week 9,Snapshot,Week 10,Address,Cumulative,,Row Labels,Sum of Cumulative,,Address,Total Weight
,,,,0xb9612af82da62992675b92087ee675f3e4d88344,0,0xb20ec6c949ef1efbf6588297016794d7fbe1e8da,0,0x9fecf056375a973308bb3d6fb6b1c230cfd21456,1260.010899,0x88a9ddab17378033711f259408f27f149e06cbf6,3316.465545,0x7e0e160d0efa1948092672fba74c8e07d055099d,0,0x6021e805c94a2b9b1662ec4194353b81b4b2bdc8,7306,0x5177b16c99590d9085d34cdd23d4633754a126a9,2941.529833,0x45a1df8d489f7c1ce44f0eb3e432a41e39308b88,6026.464,0x792035c909733246e49d419be308a38b3f8b3e8e,5122,,0x45a1df8d489f7c1ce44f0eb3e432a41e39308b88,16021.392,,0x00d93eb0f641ab58843f95758d568eb357a5f18a,7979.698
,,,,0xbabcdec1ab34369befca6888edcdff523d8bb693,1500,0xb413a48088cfb0074f75349c790062920434e321,4319,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,13314.30211,0x89903ec605f914aa5414b632508772e4accd0959,893.272971,0x821acf4602b9d57da21dee0c3db45e71143c0b45,26249.46879,0x6077e139ab73452495d8d92d4ba79de1bea040d1,840,0x52cc3da7d6907b25fcd4e2c3b83f7edc5b31c949,1852,0x460e37f6b2174bbd1debf19f6ea70f86400e879f,143.144703,0x821acf4602b9d57da21dee0c3db45e71143c0b45,16336.32239,,0x460e37f6b2174bbd1debf19f6ea70f86400e879f,1136.44703,,0xbbd99cfb1e51cbb81db3809cde4a67fdc449c3ab,7957.396488
,,,,0xbafaad8aac0a67bf3c4fb097a8505adeb4c3f6f8,2416.852451,0xb56cd6d142e4487e04cbcceb2b20f01ce523fcf8,685.113018,0xa364b412570ec8013cacc63c1096620aedac0c48,45.86,0x8c4bae6dfd9f9ebc02bcbfea33c69a7d25f4deb4,700,0x827e419822915cef1ac701f5b54d5696f67afa44,2184.58,0x61eab767b0409c134012708a7d54129acec7ad7b,135,0x53069ba00e8f27090bb0aa7cc34f40805b27d6b4,107,0x465e1d1e73ad725434a4abe12eaa60c7a7ab792e,3589.302156,0x84f0a7680b7bd0fb81186ecc2500b55ba401fda0,3379.312166,,0x465e1d1e73ad725434a4abe12eaa60c7a7ab792e,35893.02156,,0xfd63bf84471bc55dd9a83fdfa293ccbd27e1f4c8,7950
,,,,0xc1256a713441def811c62a8483a4ee9ded9e32b9,0,0xb635d0cc020e495cae4121599dc4235c221f3ec7,1356.81,0xa47493f399246e46d9427e2649eb7b760b9e479f,100,0x8d314c6dc68478e51fe094e0ceb2c6b4db86636c,0,0x84f0a7680b7bd0fb81186ecc2500b55ba401fda0,7554,0x634e6d029af307d4fe368f7be495d43d78391dce,68.77238,0x53ed17651b7dc5131c8878f0c30e6928ff13f8e2,1176.874,0x488ed54ca0ae6d64683286278be99e9c3a9c203e,25000,0x86baf55a86754a23491037d8ba404334e6a86fa7,5067.529793,,0x488ed54ca0ae6d64683286278be99e9c3a9c203e,125000,,0xfa31f12bfe9a283bdc4e79e3695a397088da4050,7827.331
,,,,0xc2681d0606ebd7719040f2bc1c0fda3e9215db90,6000.000002,0xb756f68f6b67f86a30df000fe387508086141536,50,0xa62f2004ca66500d0cf75b1cf3830af7a8ead9ae,121,0x8db7147b554b739058e74c01042d2aea44505e2f,1182.379,0x86baf55a86754a23491037d8ba404334e6a86fa7,6326.023793,0x639090cdd215010fe54c36a49bbd1604f034e1d4,15000,0x55258652705b74c210185a57a60a4f8ff674809b,0,0x49c681c8f0c5fbbc7b4e5fff66de0b7fbae90932,1000,0x89903ec605f914aa5414b632508772e4accd0959,893.272971,,0x49c681c8f0c5fbbc7b4e5fff66de0b7fbae90932,11500,,0x72da9e9246fd1a7df139a127961879561fea674e,7800
,,,,0xc42193d87dd67c3639ed1cef53c409c37775f7c4,892.768879,0xb7d9945166e3da89ee4c0947230753d656d116a5,880,0xa83a5fa7a6cfed33c12a95624d77e108cf849f34,492.828,0x8ee1c21866462f36d65948236ca0a826ca0067df,2000,0x88a9ddab17378033711f259408f27f149e06cbf6,3316.465545,0x63ad2a1dd168fcd62ec09a849f8d1206ce177b34,20.855014,0x55d08082aef6c7853a976f88ce9e419f74c67786,0,0x4b85122719ca3d8281ec05c2022627ea93399c28,0,0x8c4bae6dfd9f9ebc02bcbfea33c69a7d25f4deb4,700,,0x4b85122719ca3d8281ec05c2022627ea93399c28,3998.384,,0xcfdae6ff195a99ee0ded376ead5056bb679ebec7,7730.59697
,,,,0xc6b3d5bc8562d531cf3e963f1083097ce3cec4bc,2582.487305,0xb8b58b248e975a76d147404454f6aa07d2a4e3e2,1441.41704,0xaafdd768fa83ef7af0e19707f2be9d1db1924766,128,0x8fa31e34de3809de07b181eb55f7fa8f3ff677bc,10545.5385,0x89903ec605f914aa5414b632508772e4accd0959,893.272971,0x63ae8391f1975d22a09a081d4407bdc0caea040a,2747,0x56c675575ac3b2ffb55595c6ec54cba8931600e7,1520,0x4cc70fe6167142911625a3cad1c0d3daa50b7740,1010.14,0x8d314c6dc68478e51fe094e0ceb2c6b4db86636c,0,,0x4cc70fe6167142911625a3cad1c0d3daa50b7740,2020.28,,0xf2cdaa846306187cb60a79d26d620dc3e4aa7a78,7500
,,,,0xc978eca42e1dd89512cac98ceca5e7ae12f60df9,48996.26631,0xb92f6e68bc67c2645b990438facc7645ad23896a,1699.382092,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,3779.940834,0x8feae61ad03ad9231aa91628e33802ff7cd65adb,499.462,0x8c4bae6dfd9f9ebc02bcbfea33c69a7d25f4deb4,700,0x66b333423409d3ae4008d6fcc84aadaa8d31a0c1,0,0x56cc41a28bb8619b354981f45c92e576d9164a08,24.836,0x4df6bc4de8a376837504b2796c476663014a25bb,201.768136,0x8db7147b554b739058e74c01042d2aea44505e2f,1182.379,,0x4df6bc4de8a376837504b2796c476663014a25bb,605.304408,,0xbafaad8aac0a67bf3c4fb097a8505adeb4c3f6f8,7250.569608
,,,,0xcc07d411b66fc8f30deb8f82b227372910989e4c,0,0xb9612af82da62992675b92087ee675f3e4d88344,0,0xb2086dfa1143bda99d4d0427817529fde15e30b6,261.535326,0x91ed7be9bfa5d70b8bb3d1300cb503a2934eccc5,500,0x8d314c6dc68478e51fe094e0ceb2c6b4db86636c,0,0x673547d10441dd726504dfe94655357ae0488fb6,1228.06336,0x58dbd12bfabfb9764cbb1002f32d265f81683534,0,0x5039e2936ec2a588cad92e4edcf41a1d3a443186,606.508,0x8fa31e34de3809de07b181eb55f7fa8f3ff677bc,22545,,0x5039e2936ec2a588cad92e4edcf41a1d3a443186,1213.016,,0x8c4bae6dfd9f9ebc02bcbfea33c69a7d25f4deb4,7200
,,,,0xcfdae6ff195a99ee0ded376ead5056bb679ebec7,353.059697,0xb9ccfc18b941a2cc51a956aa6c83360eb9d58de7,1000,0xb20ec6c949ef1efbf6588297016794d7fbe1e8da,0,0x957a19a7f0dea168f07ea7f3550deaa65a619fa2,1998,0x8d45d29e6971b5f35678e253cad09ad43b7f854e,453.77,0x69b7f94fa8961a72f472ac672693a5a117807c4c,3282,0x5935a12ab11b021b8c84de48f1053e9d261f542a,0,0x50f7c9d277c572fbeac18274b9224e55dc1fa8f8,112.229504,0x966882f8df5b2fb91ddab764f6174dcb11165e81,5438.162095,,0x50f7c9d277c572fbeac18274b9224e55dc1fa8f8,1122.29504,,0x89903ec605f914aa5414b632508772e4accd0959,7146.72971
,,,,0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,8632.492163,0xbabcdec1ab34369befca6888edcdff523d8bb693,1500,0xb3ebee9d3e0bad437b75f4678d390c0d9608daf5,2296.96,0x966882f8df5b2fb91ddab764f6174dcb11165e81,5438.162095,0x8db7147b554b739058e74c01042d2aea44505e2f,1182.379,0x6a018ad51de844243ce7fb743c3e5f4481df6858,0,0x5bc8bf5a75d221ff30b2c2b2a7235d6aeeff4a84,171.296472,0x50fcf44187f5408a593084113b78ad79bac611b9,38.902075,0x99f900f51808972921c0749efa3cb343847572a6,1798.172921,,0x50fcf44187f5408a593084113b78ad79bac611b9,311.2166,,0xc42193d87dd67c3639ed1cef53c409c37775f7c4,7142.151032
,,,,0xd82dcee066e9440da0a2979d3d85cb924f59a40b,0,0xbafaad8aac0a67bf3c4fb097a8505adeb4c3f6f8,2416.852451,0xb413a48088cfb0074f75349c790062920434e321,4319,0x99f900f51808972921c0749efa3cb343847572a6,1798.172921,0x8ee1c21866462f36d65948236ca0a826ca0067df,2000,0x6a9fd3fbce86d1ba217288c1c9303649091b7729,687.304077,0x5c2fbad12300ccca84b4ffe04b14f62359f53b3a,75.07,0x5177b16c99590d9085d34cdd23d4633754a126a9,2941.529833,0x9b50de55a20adfe94fe48d50d4d1bf9e8b37ed1b,524.663314,,0x5177b16c99590d9085d34cdd23d4633754a126a9,29415.29833,,0x02d7bd2cb46d139d830276a1dde94b412d51293a,7018.955088
,,,,0xd8a2a4171b84eeb20caceec4d31b5bbd0c066bb2,506.483954,0xc1256a713441def811c62a8483a4ee9ded9e32b9,0,0xb490ac9d599c2d4fc24cc902ea4cd5af95eff6e9,15797.886,0x9b50de55a20adfe94fe48d50d4d1bf9e8b37ed1b,524.663314,0x8fa31e34de3809de07b181eb55f7fa8f3ff677bc,0.0005,0x6c50cdecd0fe405e22bd0a2524bc6343b375b1d2,7198.686,0x5c83565f4de596db8f051dee4cd3a8204dcd5638,850,0x52cc3da7d6907b25fcd4e2c3b83f7edc5b31c949,1852,0x9fecf056375a973308bb3d6fb6b1c230cfd21456,981.628899,,0x52cc3da7d6907b25fcd4e2c3b83f7edc5b31c949,5556,,0xb3ebee9d3e0bad437b75f4678d390c0d9608daf5,6890.88
,,,,0xd9c5c960dfb823023c547bb0123c7e94fbaf905d,1140,0xc2681d0606ebd7719040f2bc1c0fda3e9215db90,6000.000002,0xb56cd6d142e4487e04cbcceb2b20f01ce523fcf8,0,0x9cc79078b54ad1fa87afacf9ceb5eaa5b8061414,0,0x8feae61ad03ad9231aa91628e33802ff7cd65adb,499.462,0x6d8aa1b9414cf2004804cae527f879f578330f3d,665.180658,0x5cb67358d9618be88e7815b719e039fb4ed0fd76,103,0x53069ba00e8f27090bb0aa7cc34f40805b27d6b4,107,0xa364b412570ec8013cacc63c1096620aedac0c48,45.86,,0x53069ba00e8f27090bb0aa7cc34f40805b27d6b4,321,,0x5c83565f4de596db8f051dee4cd3a8204dcd5638,6800
,,,,0xdb41754d568403dcfbcf98a2f78a56853caa06b2,5008.958981,0xc42193d87dd67c3639ed1cef53c409c37775f7c4,892.768879,0xb635d0cc020e495cae4121599dc4235c221f3ec7,1356.81,0x9d767674b3aff84613bd64ca2b0611003319c823,2939.124,0x91ed7be9bfa5d70b8bb3d1300cb503a2934eccc5,500,0x6ea776322c248d32170277eb1b067ac3d10bd1f9,1500,0x5d7979d076f09a6c4b0e6d86446b89be9cce4eb6,133.077,0x5356df73b293bd9c6e8efd22c99833391ef8821a,539.500067,0xa62f2004ca66500d0cf75b1cf3830af7a8ead9ae,121,,0x5356df73b293bd9c6e8efd22c99833391ef8821a,539.500067,,0xec421cc8e7d592a422466c11377d3c6e7715fd7d,6783.839349
,,,,0xe570c0980bce80fe9be2a231dade76b1276301e4,4036.90255,0xc6b3d5bc8562d531cf3e963f1083097ce3cec4bc,2582.487305,0xb756f68f6b67f86a30df000fe387508086141536,50,0x9fecf056375a973308bb3d6fb6b1c230cfd21456,1444.510899,0x957a19a7f0dea168f07ea7f3550deaa65a619fa2,1998,0x6f2c254674e6439fa8b85abe29d8fd13bf5d6d7b,596.9,0x5fb4d8ea6de96159c78a4a6ac2ffc4b389686dd5,1712.19,0x53ed17651b7dc5131c8878f0c30e6928ff13f8e2,1176.874,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,5000.000001,,0x53ed17651b7dc5131c8878f0c30e6928ff13f8e2,2353.748,,0x2ad833393645ccb6efcda14d81900a0cf343783e,6691.92378
,,,,0xe68a78881fa1dc0cb9c2124e16fba82158a4f606,6762.1,0xc978eca42e1dd89512cac98ceca5e7ae12f60df9,48996.26631,0xb7d9945166e3da89ee4c0947230753d656d116a5,880,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,13314.30211,0x966882f8df5b2fb91ddab764f6174dcb11165e81,5438.162095,0x7059ca50a39b0119f8d0eecba04809685974a3ea,479.903,0x6021e805c94a2b9b1662ec4194353b81b4b2bdc8,13149,0x53fe88ceb39f23db1fcd4d6beb55965f6ac1764f,752.744,0xb2086dfa1143bda99d4d0427817529fde15e30b6,261.535326,,0x53fe88ceb39f23db1fcd4d6beb55965f6ac1764f,752.744,,0x6ea776322c248d32170277eb1b067ac3d10bd1f9,6500
,,,,0xe719c0c282e6d5df7493619a6e01232dde890784,0,0xcc07d411b66fc8f30deb8f82b227372910989e4c,0,0xb8b58b248e975a76d147404454f6aa07d2a4e3e2,1441.41704,0xa364b412570ec8013cacc63c1096620aedac0c48,45.86,0x99f900f51808972921c0749efa3cb343847572a6,1798.172921,0x70e4d7dc67a5de6e0f4ef561a745d2aa6b2c39bf,2882.405,0x6072845242f0246670bc0085eefa0b5f833d847e,496,0x55258652705b74c210185a57a60a4f8ff674809b,0,0xb635d0cc020e495cae4121599dc4235c221f3ec7,886,,0x55258652705b74c210185a57a60a4f8ff674809b,15033,,0x3b83be3c6e8d713b7d6e25eaeda444c12eda5a9b,6496.12847
,,,,0xf5d8f53a36c4bbef078e352ef38cc06132320d3c,20.667737,0xcfdae6ff195a99ee0ded376ead5056bb679ebec7,953.059697,0xb92f6e68bc67c2645b990438facc7645ad23896a,2464.203092,0xa47493f399246e46d9427e2649eb7b760b9e479f,100,0x9b50de55a20adfe94fe48d50d4d1bf9e8b37ed1b,524.663314,0x72da9e9246fd1a7df139a127961879561fea674e,2600,0x6077e139ab73452495d8d92d4ba79de1bea040d1,840,0x55d08082aef6c7853a976f88ce9e419f74c67786,0,0xb756f68f6b67f86a30df000fe387508086141536,50,,0x55d08082aef6c7853a976f88ce9e419f74c67786,0,,0xd8a2a4171b84eeb20caceec4d31b5bbd0c066bb2,6468.809632
,,,,0xf78dedf28bed6c07ad42a05c322be1014e1b29c9,3140.964489,0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,8632.492163,0xb9612af82da62992675b92087ee675f3e4d88344,5000,0xa62f2004ca66500d0cf75b1cf3830af7a8ead9ae,121,0x9cc79078b54ad1fa87afacf9ceb5eaa5b8061414,0,0x7401eca3d29c70901c730f65d64beaf12ff9b103,137.091605,0x61eab767b0409c134012708a7d54129acec7ad7b,135,0x56c675575ac3b2ffb55595c6ec54cba8931600e7,1520,0xb8b58b248e975a76d147404454f6aa07d2a4e3e2,1441.41704,,0x56c675575ac3b2ffb55595c6ec54cba8931600e7,4560,,0xd8c84eac995150662cc052e6ac76ec184fcf1122,6297.168
,,,,0xf79936f3286381aa39a1ae3831aaed98fc206136,3646.2,0xd82dcee066e9440da0a2979d3d85cb924f59a40b,0,0xb9ccfc18b941a2cc51a956aa6c83360eb9d58de7,0,0xa83a5fa7a6cfed33c12a95624d77e108cf849f34,492.828,0x9d767674b3aff84613bd64ca2b0611003319c823,2939.124,0x7410710d21659d5941d0218744ff7389881e40a7,855,0x634e6d029af307d4fe368f7be495d43d78391dce,68.77238,0x56cc41a28bb8619b354981f45c92e576d9164a08,24.836,0xb92f6e68bc67c2645b990438facc7645ad23896a,2110.382092,,0x56cc41a28bb8619b354981f45c92e576d9164a08,74.508,,0xb57aed778c70f90a546c67e721b63ae011485b74,6095.73019
,,,,0xf817554cc4ca4fe435dbf43bd1bacf0d7b0f38d7,543.847491,0xd8a2a4171b84eeb20caceec4d31b5bbd0c066bb2,506.483954,0xbabcdec1ab34369befca6888edcdff523d8bb693,1500,0xaafdd768fa83ef7af0e19707f2be9d1db1924766,128,0x9fecf056375a973308bb3d6fb6b1c230cfd21456,1444.510899,0x74e359a30d8c79d18480a18e1b85da6d45872a5e,5409.325323,0x639090cdd215010fe54c36a49bbd1604f034e1d4,15000,0x58dbd12bfabfb9764cbb1002f32d265f81683534,0,0xb9612af82da62992675b92087ee675f3e4d88344,0,,0x58dbd12bfabfb9764cbb1002f32d265f81683534,864.482914,,0x2b91b4f5223a0a1f5c7e1d139dddd6b5b57c7a51,6000
,,,,0xf8e95aa8434b7f16113f3d5119a4464ddd2e8d81,1434.289158,0xd9c5c960dfb823023c547bb0123c7e94fbaf905d,1140,0xbafaad8aac0a67bf3c4fb097a8505adeb4c3f6f8,2416.852451,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,3779.940834,0xa14964479ebf9cd336011ad80652b08cd83dfe3a,13314.30211,0x759dd44817d3cf72a8218f63c4aac7fae54a9caa,397,0x63ad2a1dd168fcd62ec09a849f8d1206ce177b34,20.855014,0x5935a12ab11b021b8c84de48f1053e9d261f542a,0,0xc2681d0606ebd7719040f2bc1c0fda3e9215db90,2500,,0x5935a12ab11b021b8c84de48f1053e9d261f542a,5000,,0x0c23a8f194111fcd46297ea03f28fdcf702b2927,5955
,,,,0xf99ca71f08aaa464d9d285315103eef13a27d71e,625.032,0xdb41754d568403dcfbcf98a2f78a56853caa06b2,5008.958981,0xbbd99cfb1e51cbb81db3809cde4a67fdc449c3ab,1326.232748,0xb2086dfa1143bda99d4d0427817529fde15e30b6,261.535326,0xa364b412570ec8013cacc63c1096620aedac0c48,45.86,0x76a014267b1d9e375d4a84554504e366c7de1167,6303.439133,0x63ae8391f1975d22a09a081d4407bdc0caea040a,0,0x5ae0bfa9fcee05b59ebe09c1b3d8a27232bcbaa6,550,0xc978eca42e1dd89512cac98ceca5e7ae12f60df9,48996.26631,,0x5ae0bfa9fcee05b59ebe09c1b3d8a27232bcbaa6,550,,0x0bf2f30fd564e9ca0fb013ab343ae68c98eb008b,5900
,,,,0xfd63bf84471bc55dd9a83fdfa293ccbd27e1f4c8,1000,0xe570c0980bce80fe9be2a231dade76b1276301e4,4036.90255,0xc1256a713441def811c62a8483a4ee9ded9e32b9,0,0xb20ec6c949ef1efbf6588297016794d7fbe1e8da,0,0xa47493f399246e46d9427e2649eb7b760b9e479f,100,0x785e3939d5ca7e773b1480e89f4d05e68652fe41,0,0x66b333423409d3ae4008d6fcc84aadaa8d31a0c1,0,0x5bc8bf5a75d221ff30b2c2b2a7235d6aeeff4a84,0,0xcc07d411b66fc8f30deb8f82b227372910989e4c,2250,,0x5bc8bf5a75d221ff30b2c2b2a7235d6aeeff4a84,1199.075304,,0x79293291cd70edf2663190783e0a69dacf42cf92,5818.944
,,,,,,0xe68a78881fa1dc0cb9c2124e16fba82158a4f606,6762.1,0xc2681d0606ebd7719040f2bc1c0fda3e9215db90,7000.000002,0xb3ebee9d3e0bad437b75f4678d390c0d9608daf5,2296.96,0xa62f2004ca66500d0cf75b1cf3830af7a8ead9ae,121,0x792035c909733246e49d419be308a38b3f8b3e8e,16284,0x66e07a14b65aba7f94bdbdcf1eeb8efd5fd8ac9b,600,0x5c2fbad12300ccca84b4ffe04b14f62359f53b3a,75.07,0xcfdae6ff195a99ee0ded376ead5056bb679ebec7,353.059697,,0x5c2fbad12300ccca84b4ffe04b14f62359f53b3a,525.49,,0xef4194c0b7d1c6cd4f4df3bb493bd543bf763c83,5768.572
,,,,,,0xe719c0c282e6d5df7493619a6e01232dde890784,0,0xc42193d87dd67c3639ed1cef53c409c37775f7c4,892.768879,0xb413a48088cfb0074f75349c790062920434e321,4319,0xa83a5fa7a6cfed33c12a95624d77e108cf849f34,492.828,0x79293291cd70edf2663190783e0a69dacf42cf92,969.824,0x673547d10441dd726504dfe94655357ae0488fb6,1228.06336,0x5c83565f4de596db8f051dee4cd3a8204dcd5638,850,0xdb41754d568403dcfbcf98a2f78a56853caa06b2,5008.958981,,0x5c83565f4de596db8f051dee4cd3a8204dcd5638,6800,,0x2694b36a4db166457bc6311c16f3b9c6791c5a66,5580.411
,,,,,,0xf5d8f53a36c4bbef078e352ef38cc06132320d3c,20.667737,0xc6b3d5bc8562d531cf3e963f1083097ce3cec4bc,2582.487305,0xb490ac9d599c2d4fc24cc902ea4cd5af95eff6e9,18815.093,0xaafdd768fa83ef7af0e19707f2be9d1db1924766,128,0x7b076f0e05428b18ee373eb73164eba877bdbb2b,0,0x69b7f94fa8961a72f472ac672693a5a117807c4c,2282,0x5cb67358d9618be88e7815b719e039fb4ed0fd76,103,0xe570c0980bce80fe9be2a231dade76b1276301e4,4036.90255,,0x5cb67358d9618be88e7815b719e039fb4ed0fd76,206,,0x69b7f94fa8961a72f472ac672693a5a117807c4c,5564
,,,,,,0xf78dedf28bed6c07ad42a05c322be1014e1b29c9,3140.964489,0xc978eca42e1dd89512cac98ceca5e7ae12f60df9,49871.42031,0xb56cd6d142e4487e04cbcceb2b20f01ce523fcf8,0,0xac569e0f62c7cbbb987518692aae056a0ae1dd18,3779.940834,0x7b8abf65a52ca1dccfaeb947dc073383c21f132b,374.81982,0x6a018ad51de844243ce7fb743c3e5f4481df6858,0,0x5d7979d076f09a6c4b0e6d86446b89be9cce4eb6,133.077,0xe719c0c282e6d5df7493619a6e01232dde890784,1800,,0x5d7979d076f09a6c4b0e6d86446b89be9cce4eb6,399.231,,0x52cc3da7d6907b25fcd4e2c3b83f7edc5b31c949,5556
,,,,,,0xf79936f3286381aa39a1ae3831aaed98fc206136,6756.779,0xcab532dd7a22784afbfed080705f377e20b647e8,6784.81,0xb635d0cc020e495cae4121599dc4235c221f3ec7,1356.81,0xb2086dfa1143bda99d4d0427817529fde15e30b6,0.000326,0x7bf723a7fb7d9013341c299c1b9c3fa0dd952fc6,0,0x6a9fd3fbce86d1ba217288c1c9303649091b7729,687.304077,0x5fb4d8ea6de96159c78a4a6ac2ffc4b389686dd5,1712.19,0xf5d8f53a36c4bbef078e352ef38cc06132320d3c,20.667737,,0x5fb4d8ea6de96159c78a4a6ac2ffc4b389686dd5,4432.8,,0x216b32757e9596579f850aef87951c0450c87947,5400
,,,,,,0xf817554cc4ca4fe435dbf43bd1bacf0d7b0f38d7,543.847491,0xcc07d411b66fc8f30deb8f82b227372910989e4c,0,0xb756f68f6b67f86a30df000fe387508086141536,50,0xb20ec6c949ef1efbf6588297016794d7fbe1e8da,0,0x7c530944671704b91da6308b0aa59e7fbd86b625,2000,0x6c50cdecd0fe405e22bd0a2524bc6343b375b1d2,7609.686,0x6021e805c94a2b9b1662ec4194353b81b4b2bdc8,13588,0xf78dedf28bed6c07ad42a05c322be1014e1b29c9,1250.263711,,0x6021e805c94a2b9b1662ec4194353b81b4b2bdc8,34043,,0x8d314c6dc68478e51fe094e0ceb2c6b4db86636c,5306.088928
,,,,,,0xf8e95aa8434b7f16113f3d5119a4464ddd2e8d81,1434.289158,0xcfdae6ff195a99ee0ded376ead5056bb679ebec7,953.059697,0xb7d9945166e3da89ee4c0947230753d656d116a5,0,0xb3ebee9d3e0bad437b75f4678d390c0d9608daf5,2296.96,0x7e0e160d0efa1948092672fba74c8e07d055099d,0,0x6d8aa1b9414cf2004804cae527f879f578330f3d,665.180658,0x6072845242f0246670bc0085eefa0b5f833d847e,496,0xfd63bf84471bc55dd9a83fdfa293ccbd27e1f4c8,2750,,0x6072845242f0246670bc0085eefa0b5f833d847e,992,,0x279b70a6114381d49f35906c8ee5ccfe74025a59,5275.878653
,,,,,,0xf99ca71f08aaa464d9d285315103eef13a27d71e,625.032,0xd3267514e5d298c2fd1a0ecf560c5905082273f0,50,0xb8b58b248e975a76d147404454f6aa07d2a4e3e2,1441.41704,0xb413a48088cfb0074f75349c790062920434e321,4319,0x7f8006461c8cf0fd709ef47cc0e399d461d7d946,70,0x6ea776322c248d32170277eb1b067ac3d10bd1f9,1500,0x6077e139ab73452495d8d92d4ba79de1bea040d1,840,0x029dea82749e8135249d1d86739afd9d77b6fe58,4500,,0x6077e139ab73452495d8d92d4ba79de1bea040d1,2520,,0x7b076f0e05428b18ee373eb73164eba877bdbb2b,5200
,,,,,,0xfd63bf84471bc55dd9a83fdfa293ccbd27e1f4c8,700,0xd6fd705ee0b31a9300d3e2154bcce777270cbb6f,8632.492163,0xb92f6e68bc67c2645b990438facc7645ad23896a,3089.203092,0xb490ac9d599c2d4fc24cc902ea4cd5af95eff6e9,21023.383,0x8209c3f30cf70495292190cdc804e52dc00a43b9,685.43898,0x6f2c254674e6439fa8b85abe29d8fd13bf5d6d7b,596.9,0x61eab767b0409c134012708a7d54129acec7ad7b,135,0x02d7bd2cb46d139d830276a1dde94b412d51293a,0,,0x61eab767b0409c134012708a7d54129acec7ad7b,405,,0xed6f40f69d013e068e900065ac7b028134efd2a7,5006.468
,,,,,,,,0xd82dcee066e9440da0a2979d3d85cb924f59a40b,0,0xb9612af82da62992675b92087ee675f3e4d88344,0,0xb56cd6d142e4487e04cbcceb2b20f01ce523fcf8,0,0x821acf4602b9d57da21dee0c3db45e71143c0b45,30004.24679,0x7059ca50a39b0119f8d0eecba04809685974a3ea,479.903,0x634e6d029af307d4fe368f7be495d43d78391dce,68.77238,0x04335954a15db0ee70d91bc5791cf8990f5f29f4,207.96822,,0x634e6d029af307d4fe368f7be495d43d78391dce,550.17904,,0xf99ca71f08aaa464d9d285315103eef13a27d71e,5000.256
,,,,,,,,0xd8a2a4171b84eeb20caceec4d31b5bbd0c066bb2,506.483954,0xb9ccfc18b941a2cc51a956aa6c83360eb9d58de7,0,0xb635d0cc020e495cae4121599dc4235c221f3ec7,1356.81,0x827e419822915cef1ac701f5b54d5696f67afa44,2184.58,0x70e4d7dc67a5de6e0f4ef561a745d2aa6b2c39bf,0,0x639090cdd215010fe54c36a49bbd1604f034e1d4,14000,0x08d159f35449cc667628ac62334c5c694b38e40d,724.993118,,0x639090cdd215010fe54c36a49bbd1604f034e1d4,61700,,0x5935a12ab11b021b8c84de48f1053e9d261f542a,5000
,,,,,,,,0xd8c84eac995150662cc052e6ac76ec184fcf1122,525,0xbabcdec1ab34369befca6888edcdff523d8bb693,0,0xb756f68f6b67f86a30df000fe387508086141536,50,0x84f0a7680b7bd0fb81186ecc2500b55ba401fda0,0,0x72da9e9246fd1a7df139a127961879561fea674e,2600,0x63ad2a1dd168fcd62ec09a849f8d1206ce177b34,20.855014,0x0a3b67b88adf575654e071cf9c3e8065fc365967,5000,,0x63ad2a1dd168fcd62ec09a849f8d1206ce177b34,208.55014,,0xf0b33ceafab33f5e00a86d74165e21e7b8a75fca,5000
,,,,,,,,0xd9c5c960dfb823023c547bb0123c7e94fbaf905d,1140,0xbafaad8aac0a67bf3c4fb097a8505adeb4c3f6f8,0.002451,0xb7d9945166e3da89ee4c0947230753d656d116a5,0,0x86baf55a86754a23491037d8ba404334e6a86fa7,6326.023793,0x7401eca3d29c70901c730f65d64beaf12ff9b103,137.091605,0x63ae8391f1975d22a09a081d4407bdc0caea040a,0,0x0ac0240f4656dc80684d0df1208bb91c0220725d,2681.07757,,0x63ae8391f1975d22a09a081d4407bdc0caea040a,2747,,0x96a17791c341a3e52bb64fb479e78693bb55b12e,4959.368
,,,,,,,,0xdb41754d568403dcfbcf98a2f78a56853caa06b2,5008.958981,0xbbd99cfb1e51cbb81db3809cde4a67fdc449c3ab,1326.232748,0xb8b58b248e975a76d147404454f6aa07d2a4e3e2,1441.41704,0x8705f77a28906f209b586a6fc5af80f87f281613,0,0x7410710d21659d5941d0218744ff7389881e40a7,155,0x65e28915e9d08f6e35d15b35aacb3df5d93b9173,1535,0x0b988d78d6c3c30d1b4e017bde04502a40d58948,1E-06,,0x65e28915e9d08f6e35d15b35aacb3df5d93b9173,1535,,0xefcfba1d2090df7bb7fe0640b9bd01e38cea548e,4956.092
